url,actual_label,predicted_label,error_type,phishing_score,url_length,hostname_length,path_length,query_length,path_depth,query_parameter_count,subdomain_count,uses_https,has_ip_host,has_port,has_query,digit_count,special_char_count,digit_ratio,special_char_ratio,hostname_digit_ratio,entropy,suspicious_keyword_count
https://kitakami-fukushi.ac.jp/,0,1,false_positive,0.6036441397309669,31,22,1,0,0,0,0,1,0,0,0,0,7,0.0,0.22580645161290322,0.0,3.8646983261669603,0
https://www.murrayhillnyc.org/,0,1,false_positive,0.7855055342584683,30,21,1,0,0,0,1,1,0,0,0,0,6,0.0,0.2,0.0,4.0980685120588385,0
https://www.univ-reims.fr/biospect,0,1,false_positive,0.7570732227462255,34,17,9,0,1,0,1,1,0,0,0,0,7,0.0,0.20588235294117646,0.0,4.152920561520418,0
https://cityofmidlandmi.gov/library,0,1,false_positive,0.8876258089603384,35,19,8,0,1,0,0,1,0,0,0,0,5,0.0,0.14285714285714285,0.0,4.229003731107053,0
https://eurobioimaging.fi/FiAM,0,1,false_positive,0.8322879652361926,30,17,5,0,1,0,0,1,0,0,0,0,5,0.0,0.16666666666666666,0.0,4.161406329721843,0
https://www.viapo.it/dab/made-in-chin/index.html,1,0,false_negative,0.2883293995939896,48,12,28,0,3,0,1,1,0,0,0,0,11,0.0,0.22916666666666666,0.0,4.1735332098491895,0
https://clubmatador.com/en,0,1,false_positive,0.6399860264004377,26,15,3,0,1,0,0,1,0,0,0,0,5,0.0,0.19230769230769232,0.0,4.026986833359286,0
https://www.hauzertechnocoating.com/,0,1,false_positive,0.751612670022041,36,27,1,0,0,0,1,1,0,0,0,0,6,0.0,0.16666666666666666,0.0,4.065079515030718,0
https://www.fisherpaykel.com/,0,1,false_positive,0.8049628807336121,29,20,1,0,0,0,1,1,0,0,0,0,6,0.0,0.20689655172413793,0.0,4.116264615668023,0
https://www.atlasantibodies.com/,0,1,false_positive,0.6034778146706276,32,23,1,0,0,0,1,1,0,0,0,0,6,0.0,0.1875,0.0,3.9681390622295662,0
https://www.nicenergy.com/us,0,1,false_positive,0.6202195277364999,28,17,3,0,1,0,1,1,0,0,0,0,6,0.0,0.21428571428571427,0.0,4.039148671903071,0
http://ww25.ww25.redmine-sfr-mobile.circet.net/,1,0,false_negative,0.3186358057712746,47,39,1,0,0,0,3,0,0,0,0,4,10,0.0851063829787234,0.2127659574468085,0.10256410256410256,4.238114320168547,0
https://www.comunidad.madrid/hospital/clinicosancarlos/,0,1,false_positive,0.5460914923332502,55,20,27,0,2,0,1,1,0,0,0,0,8,0.0,0.14545454545454545,0.0,4.03866023294349,0
https://www.unicaen.fr/laboratoire/ur-7480-vertige-extreme-vertex/,0,1,false_positive,0.6843500289945195,66,14,44,0,2,0,1,1,0,0,0,4,12,0.06060606060606061,0.18181818181818182,0.0,4.384320067045755,0
https://www.lewishamandgreenwich.nhs.uk/visitinghours,0,1,false_positive,0.5154204544378022,53,31,14,0,1,0,2,1,0,0,0,0,7,0.0,0.1320754716981132,0.0,4.1909749468952535,0
https://consumilhas.digital,1,0,false_negative,0.12575243481862775,27,19,0,0,0,0,0,1,0,0,0,0,4,0.0,0.14814814814814814,0.0,3.9302703722934544,0
https://www.cascadetechnologies.com/,0,1,false_positive,0.6861185479540116,36,27,1,0,0,0,1,1,0,0,0,0,6,0.0,0.16666666666666666,0.0,3.988554862192845,0
https://en.fullshoot.icu/,1,0,false_negative,0.165257236642122,25,16,1,0,0,0,1,1,0,0,0,0,6,0.0,0.24,0.0,3.7834651896016465,0
https://www.marshfieldclinic.org/,0,1,false_positive,0.834538751158024,33,24,1,0,0,0,1,1,0,0,0,0,6,0.0,0.18181818181818182,0.0,4.187889194919351,0
https://univ-internationale.com/fr,0,1,false_positive,0.8019926518641239,34,23,3,0,1,0,0,1,0,0,0,0,6,0.0,0.17647058823529413,0.0,4.101881223476018,0
https://unitychainconnect.rf.gd/wallet.html,1,0,false_negative,0.4708681039666096,43,23,12,0,1,0,1,1,0,0,0,0,7,0.0,0.16279069767441862,0.0,4.187097021791765,0
https://www.juedisches-krankenhaus.de/home.html,0,1,false_positive,0.5266419215653049,47,29,10,0,1,0,1,1,0,0,0,0,8,0.0,0.1702127659574468,0.0,4.2303584057727965,0
https://www.omni-guide.com/,0,1,false_positive,0.5734567393172767,27,18,1,0,0,0,1,1,0,0,0,0,7,0.0,0.25925925925925924,0.0,4.032303242743954,0
https://www.svarlifescience.com/,0,1,false_positive,0.7638517357222842,32,23,1,0,0,0,1,1,0,0,0,0,6,0.0,0.1875,0.0,4.069548827786958,0
https://letiste-vodochody.cz/,0,1,false_positive,0.7615371806588019,29,20,1,0,0,0,0,1,0,0,0,0,6,0.0,0.20689655172413793,0.0,3.909368063943885,0
https://www.beezfoundation.org/,0,1,false_positive,0.8217454420685404,31,22,1,0,0,0,1,1,0,0,0,0,6,0.0,0.1935483870967742,0.0,4.147114052043201,0
https://www.denalitherapeutics.com/,0,1,false_positive,0.7951506094147415,35,26,1,0,0,0,1,1,0,0,0,0,6,0.0,0.17142857142857143,0.0,4.093149802473811,0
https://www.kompetenznetz-leukaemie.de/,0,1,false_positive,0.8723610818295056,39,30,1,0,0,0,1,1,0,0,0,0,7,0.0,0.1794871794871795,0.0,4.024857104535834,0
https://www.dignityhealth.org/arizona/locations/stjosephs,0,1,false_positive,0.7228344880550628,57,21,28,0,3,0,1,1,0,0,0,0,8,0.0,0.14035087719298245,0.0,4.151337883779402,0
https://mass.revewt.cc/us/,1,0,false_negative,0.2690449980232634,26,14,4,0,1,0,1,1,0,0,0,0,7,0.0,0.2692307692307692,0.0,3.671405583442497,0
https://universidadebrasil.edu.br/,0,1,false_positive,0.539290683901577,34,25,1,0,0,0,0,1,0,0,0,0,6,0.0,0.17647058823529413,0.0,3.954247399692081,0
https://tt.reviewshake.com/,1,0,false_negative,0.37020517954114723,27,18,1,0,0,0,1,1,0,0,0,0,6,0.0,0.2222222222222222,0.0,3.8841550945958057,0
https://ulsb.weebly.com/,1,0,false_negative,0.18290144712015277,24,15,1,0,0,0,1,1,0,0,0,0,6,0.0,0.25,0.0,3.886842188131012,0
https://coeminerals.org.au/,0,1,false_positive,0.6142266770902478,27,18,1,0,0,0,0,1,0,0,0,0,6,0.0,0.2222222222222222,0.0,4.060262039120378,0
https://belmehanobrchermet.tiu.ru/,0,1,false_positive,0.6252401496455892,34,25,1,0,0,0,1,1,0,0,0,0,6,0.0,0.17647058823529413,0.0,3.962031591059445,0
https://www.doctorshosplaredo.com/,0,1,false_positive,0.5134827463215261,34,25,1,0,0,0,1,1,0,0,0,0,6,0.0,0.17647058823529413,0.0,3.8336631211594367,0
https://catolicasmexico.org/ns/,0,1,false_positive,0.6159372702632875,31,19,4,0,1,0,0,1,0,0,0,0,6,0.0,0.1935483870967742,0.0,3.953565664946427,0
https://www.zeppelin-university.com/,0,1,false_positive,0.8592803490065176,36,27,1,0,0,0,1,1,0,0,0,0,7,0.0,0.19444444444444445,0.0,4.210777084415067,0
https://b-kokshaga.ru/,0,1,false_positive,0.6090567035156341,22,13,1,0,0,0,0,1,0,0,0,0,6,0.0,0.2727272727272727,0.0,3.7887549139935026,0
https://www.serestherapeutics.com/,0,1,false_positive,0.5099935634947123,34,25,1,0,0,0,1,1,0,0,0,0,6,0.0,0.17647058823529413,0.0,3.8077635764171944,0
http://ukhnet.com/files/,1,0,false_negative,0.1013190895379874,24,10,7,0,1,0,0,0,0,0,0,0,6,0.0,0.25,0.0,3.8868421881310122,0
https://www.soltech-go-hybrid.de,0,1,false_positive,0.8351569923049478,32,24,0,0,0,0,1,1,0,0,0,0,7,0.0,0.21875,0.0,4.116729296672174,0
https://energiakademiet.dk/en/,0,1,false_positive,0.5446830532563185,30,18,4,0,1,0,0,1,0,0,0,0,6,0.0,0.2,0.0,3.7614063297218423,0
https://www.akersolutions.com/,0,1,false_positive,0.6799484162530147,30,21,1,0,0,0,1,1,0,0,0,0,6,0.0,0.2,0.0,4.047742678581274,0
https://www.boehringer-ingelheim.com/,0,1,false_positive,0.8809895527114702,37,28,1,0,0,0,1,1,0,0,0,0,7,0.0,0.1891891891891892,0.0,4.100816878908575,0
https://www.madisongroup.com/,0,1,false_positive,0.6542470615343617,29,20,1,0,0,0,1,1,0,0,0,0,6,0.0,0.20689655172413793,0.0,4.021268494903765,0
https://www.airliquide.com/united-kingdom,0,1,false_positive,0.782226854236417,41,18,15,0,1,0,1,1,0,0,0,0,7,0.0,0.17073170731707318,0.0,4.317815651371969,0
http://www.sanfordhealth.org/Locations/1834119252,0,1,false_positive,0.5456855825784749,49,21,21,0,2,0,1,0,0,0,0,10,7,0.20408163265306123,0.14285714285714285,0.0,4.532678211285537,0
https://www.aphp.fr/contenu/hopital-marin-de-hendaye-1,0,1,false_positive,0.6841095516737649,54,11,35,0,2,0,1,1,0,0,0,1,11,0.018518518518518517,0.2037037037037037,0.0,4.296463659530812,0
https://www2.madisonschools.k12.va.us/,0,1,false_positive,0.7001154049104861,38,29,1,0,0,0,3,1,0,0,0,3,8,0.07894736842105263,0.21052631578947367,0.10344827586206896,4.145972171840238,0
https://www.acura-kliniken-albstadt.de/,0,1,false_positive,0.9621106875553805,39,30,1,0,0,0,1,1,0,0,0,0,8,0.0,0.20512820512820512,0.0,4.169766962341045,0
https://www.cambridgelib.org/,0,1,false_positive,0.8049628807336121,29,20,1,0,0,0,1,1,0,0,0,0,6,0.0,0.20689655172413793,0.0,4.1162646156680225,0
https://www.supershineuniversity.net/,0,1,false_positive,0.5607586202044719,37,28,1,0,0,0,1,1,0,0,0,0,6,0.0,0.16216216216216217,0.0,3.776492554584251,0
https://www.mindandlife.org/,0,1,false_positive,0.7922782439244552,28,19,1,0,0,0,1,1,0,0,0,0,6,0.0,0.21428571428571427,0.0,4.110577243331643,0
https://gmxtobb.weebly.com/,1,0,false_negative,0.407071776987263,27,18,1,0,0,0,1,1,0,0,0,0,6,0.0,0.2222222222222222,0.0,3.9302703722934544,0
https://www.bdrthermeagroup.com/,0,1,false_positive,0.6298183786384862,32,23,1,0,0,0,1,1,0,0,0,0,6,0.0,0.1875,0.0,4.030639062229566,0
https://www.theindonesianinstitute.com/,0,1,false_positive,0.6640540112745006,39,30,1,0,0,0,1,1,0,0,0,0,6,0.0,0.15384615384615385,0.0,3.835932346734535,0
https://shrodotorg.wordpress.com/,0,1,false_positive,0.5059676340470918,33,24,1,0,0,0,1,1,0,0,0,0,6,0.0,0.18181818181818182,0.0,3.677139104850461,0
https://www.cablackhealthnetwork.org/,0,1,false_positive,0.6613913473348108,37,28,1,0,0,0,1,1,0,0,0,0,6,0.0,0.16216216216216217,0.0,4.013111135723805,0
https://www.eastbelfastpartnership.org/,0,1,false_positive,0.7424522855645095,39,30,1,0,0,0,1,1,0,0,0,0,6,0.0,0.15384615384615385,0.0,3.948505667902822,0
https://correcaoitoken.com,1,0,false_negative,0.10451541227063585,26,18,0,0,0,0,0,1,0,0,0,0,4,0.0,0.15384615384615385,0.0,3.7962176025900556,0
http://telekom-privatkunden-de.com/,1,0,false_negative,0.11698202481978262,35,27,1,0,0,0,0,0,0,0,0,0,7,0.0,0.2,0.0,4.1362862311688655,0
https://www.byrrajufoundation.org/,0,1,false_positive,0.823823925032629,34,25,1,0,0,0,1,1,0,0,0,0,6,0.0,0.17647058823529413,0.0,4.152920561520418,0
https://grants.nih.gov/aboutoer/intro2oer.htm,0,1,false_positive,0.6730893986316757,45,14,23,0,2,0,1,1,0,0,0,1,8,0.022222222222222223,0.17777777777777778,0.0,3.9944291411018047,0
https://www.hospitalitaliano.org.ar/#!/edu/home/principal/inicio,0,1,false_positive,0.5114996617210795,64,27,1,0,0,0,1,1,0,0,0,0,13,0.0,0.203125,0.0,4.165623587245975,0
https://crj.univ-grenoble-alpes.fr,0,1,false_positive,0.5042234353763836,34,26,0,0,0,0,1,1,0,0,0,0,7,0.0,0.20588235294117646,0.0,4.337175341123076,0
https://www.sandiegounified.org/,0,1,false_positive,0.7342397687282812,32,23,1,0,0,0,1,1,0,0,0,0,6,0.0,0.1875,0.0,4.054229296672174,0
https://www.kirchenmusik-hochschule.org,0,1,false_positive,0.5235682336319348,39,31,0,0,0,0,1,1,0,0,0,0,6,0.0,0.15384615384615385,0.0,4.160420091146166,0
https://lasertex.eu/language/en/,0,1,false_positive,0.7742610973442352,32,11,13,0,2,0,0,1,0,0,0,0,7,0.0,0.21875,0.0,3.6647170014624826,0
https://www.linkedin.com/company/duro-felguera,0,1,false_positive,0.5638906671083445,46,16,22,0,2,0,1,1,0,0,0,0,8,0.0,0.17391304347826086,0.0,4.457919564564538,0
https://www.medizinisches-zentrum.de/,0,1,false_positive,0.8456415821859715,37,28,1,0,0,0,1,1,0,0,0,0,7,0.0,0.1891891891891892,0.0,4.026360459931184,0
https://www.maison-orbey.de/g/o/,1,0,false_negative,0.41999781912052925,32,19,5,0,2,0,1,1,0,0,0,0,9,0.0,0.28125,0.0,4.090018266288633,0
https://www.elena-international.com/,0,1,false_positive,0.8022183315487917,36,27,1,0,0,0,1,1,0,0,0,0,7,0.0,0.19444444444444445,0.0,3.9749375012019263,0
https://www.eew-energyfromwaste.com,0,1,false_positive,0.509588140804493,35,27,0,0,0,0,1,1,0,0,0,0,6,0.0,0.17142857142857143,0.0,3.987163918343905,0
https://www.politicheagricole.it/flex/cm/pages/ServeBLOB.php/L/IT/IDPagina/202,0,1,false_positive,0.667995097979063,78,24,46,0,8,0,1,1,0,0,0,3,14,0.038461538461538464,0.1794871794871795,0.0,4.612611681489749,0
https://www.filamentgames.com/,0,1,false_positive,0.6402723747364852,30,21,1,0,0,0,1,1,0,0,0,0,6,0.0,0.2,0.0,4.0062389286533895,0
https://sunnybrook.ca/research/,0,1,false_positive,0.826100753380002,31,13,10,0,1,0,0,1,0,0,0,0,6,0.0,0.1935483870967742,0.0,3.9377519554085865,0
https://www.daytonfoundation.org/,0,1,false_positive,0.6205888970193361,33,24,1,0,0,0,1,1,0,0,0,0,6,0.0,0.18181818181818182,0.0,3.945464952495108,0
https://www.nationalskillscoalition.org/,0,1,false_positive,0.6643247287527533,40,31,1,0,0,0,1,1,0,0,0,0,6,0.0,0.15,0.0,3.877567157116928,0
https://lrobl.com/,1,0,false_negative,0.03237026088453514,18,9,1,0,0,0,0,1,0,0,0,0,5,0.0,0.2777777777777778,0.0,3.5724312513221195,0
https://selectionlocker.com/,1,0,false_negative,0.27295480307757497,28,19,1,0,0,0,0,1,0,0,0,0,5,0.0,0.17857142857142858,0.0,3.8154107252426988,0
https://coastaltourismacademy.co.uk/,0,1,false_positive,0.5981360614530733,36,27,1,0,0,0,0,1,0,0,0,0,6,0.0,0.16666666666666666,0.0,4.030493056757482,0
https://curie.fr/unite/u900,0,1,false_positive,0.6809280874430764,27,8,11,0,2,0,0,1,0,0,0,3,6,0.1111111111111111,0.2222222222222222,0.0,3.810081020521731,0
https://www.htgmolecular.com/,0,1,false_positive,0.5478640172698723,29,20,1,0,0,0,1,1,0,0,0,0,6,0.0,0.20689655172413793,0.0,3.952302977662386,0
https://www.texarkanacollege.edu/,0,1,false_positive,0.7892054897020094,33,24,1,0,0,0,1,1,0,0,0,0,6,0.0,0.18181818181818182,0.0,4.104407755459851,0
https://www.leadersinsecurity.org/,0,1,false_positive,0.7957864013691287,34,25,1,0,0,0,1,1,0,0,0,0,6,0.0,0.17647058823529413,0.0,4.130717987927374,0
https://www.pekinpubliclibrary.org/,0,1,false_positive,0.8519416742102035,35,26,1,0,0,0,1,1,0,0,0,0,6,0.0,0.17142857142857143,0.0,4.221441945207327,0
https://www.fielddiagnostics.com/,0,1,false_positive,0.7812869465780148,33,24,1,0,0,0,1,1,0,0,0,0,6,0.0,0.18181818181818182,0.0,4.081532376606413,0
https://www.edreform.com/home-page/,0,1,false_positive,0.5022198292971499,35,16,11,0,1,0,1,1,0,0,0,0,8,0.0,0.22857142857142856,0.0,3.9788640881880966,0
https://www.suvieyehospital.com/,0,1,false_positive,0.6298183786384862,32,23,1,0,0,0,1,1,0,0,0,0,6,0.0,0.1875,0.0,4.030639062229566,0
https://www.stjosephshealth.org/sjrmc,0,1,false_positive,0.594280775862551,37,23,6,0,1,0,1,1,0,0,0,0,6,0.0,0.16216216216216217,0.0,3.881901595932633,0
https://oqz.vym.mybluehost.me/cal,1,0,false_negative,0.2206324297881296,33,21,4,0,1,0,2,1,0,0,0,0,7,0.0,0.21212121212121213,0.0,4.104407755459852,0
https://www.originsprojectfoundation.org/,0,1,false_positive,0.8231765446197921,41,32,1,0,0,0,1,1,0,0,0,0,6,0.0,0.14634146341463414,0.0,4.104281809855787,0
https://www.gkv-spitzenverband.de/,0,1,false_positive,0.8221015780565586,34,25,1,0,0,0,1,1,0,0,0,0,7,0.0,0.20588235294117646,0.0,4.17512313511346,0
https://leibniz-gwzo.de/de,0,1,false_positive,0.8165423800085518,26,15,3,0,1,0,0,1,0,0,0,0,6,0.0,0.23076923076923078,0.0,4.026986833359286,0
https://www.giftstoshareinc.org/,0,1,false_positive,0.5388093888605007,32,23,1,0,0,0,1,1,0,0,0,0,6,0.0,0.1875,0.0,3.9292292966721747,0
https://www.miha-bodytec.com/en/,0,1,false_positive,0.5787455885629588,32,20,4,0,1,0,1,1,0,0,0,0,8,0.0,0.25,0.0,4.077819531114783,0
https://www.fremontbank.com/,0,1,false_positive,0.6576795550501214,28,19,1,0,0,0,1,1,0,0,0,0,6,0.0,0.21428571428571427,0.0,4.012188403968661,1
https://www.ruralsupportpartners.com/,0,1,false_positive,0.5634837664425085,37,28,1,0,0,0,1,1,0,0,0,0,6,0.0,0.16216216216216217,0.0,3.861499231009296,0
https://www.publichealthscotland.scot/,0,1,false_positive,0.7132929562790568,38,29,1,0,0,0,1,1,0,0,0,0,6,0.0,0.15789473684210525,0.0,3.981112632195753,0
https://www.arcticborderlands.org/,0,1,false_positive,0.7759111054634049,34,25,1,0,0,0,1,1,0,0,0,0,6,0.0,0.17647058823529413,0.0,4.079678649882975,0
https://www.dolphin-design.fr/,0,1,false_positive,0.7104751087831768,30,21,1,0,0,0,1,1,0,0,0,0,7,0.0,0.23333333333333334,0.0,4.056564762130954,0
https://potomac.edu/learning/virginia-university/,0,1,false_positive,0.695508943369992,49,11,30,0,2,0,0,1,0,0,0,0,8,0.0,0.16326530612244897,0.0,4.198708252579409,0
https://identite-subjectivite.unicaen.fr,0,1,false_positive,0.550580218705452,40,32,0,0,0,0,1,1,0,0,0,0,6,0.0,0.15,0.0,3.9848295085032603,0
https://www.alpenforschung.de/,0,1,false_positive,0.8012061837151089,30,21,1,0,0,0,1,1,0,0,0,0,6,0.0,0.2,0.0,4.123231428797621,0
https://www.herrenknecht-vertical.com/,0,1,false_positive,0.8912207481321903,38,29,1,0,0,0,1,1,0,0,0,0,7,0.0,0.18421052631578946,0.0,4.0959686315799715,0
https://phila.revenue-sc.cc/us/,1,0,false_negative,0.40914276574538777,31,19,4,0,1,0,1,1,0,0,0,0,8,0.0,0.25806451612903225,0.0,3.9134007456613777,0
https://www.mathforamerica.org/,0,1,false_positive,0.5044827791918883,31,22,1,0,0,0,1,1,0,0,0,0,6,0.0,0.1935483870967742,0.0,3.9292144551992183,0
https://www.montclairartmuseum.org/,0,1,false_positive,0.7704519203990274,35,26,1,0,0,0,1,1,0,0,0,0,6,0.0,0.17142857142857143,0.0,4.071581588126283,0
https://www.stealthbiosciences.com/,0,1,false_positive,0.5935847699825448,35,26,1,0,0,0,1,1,0,0,0,0,6,0.0,0.17142857142857143,0.0,3.900153016697712,0
https://vib.be/vib-ugent-center-plant-systems-biology,0,1,false_positive,0.5329107035614801,53,6,39,0,1,0,0,1,0,0,0,0,10,0.0,0.18867924528301888,0.0,4.199737087399219,0
http://cress-umr1153.fr,0,1,false_positive,0.6555060797521967,23,16,0,0,0,0,0,0,0,0,0,4,5,0.17391304347826086,0.21739130434782608,0.25,3.9690016298759936,0
https://www.preferred-networks.jp/,0,1,false_positive,0.757462911281676,34,25,1,0,0,0,1,1,0,0,0,0,7,0.0,0.20588235294117646,0.0,3.8443845322359156,0
https://www.cio-koeln-bonn.de/,0,1,false_positive,0.8426185241707494,30,21,1,0,0,0,1,1,0,0,0,0,8,0.0,0.26666666666666666,0.0,4.006238928653389,0
https://www.bakerhughes.com/,0,1,false_positive,0.6349561183590634,28,19,1,0,0,0,1,1,0,0,0,0,6,0.0,0.21428571428571427,0.0,4.01218840396866,0
https://www.bostondynamics.com/,0,1,false_positive,0.5044827791918883,31,22,1,0,0,0,1,1,0,0,0,0,6,0.0,0.1935483870967742,0.0,3.9292144551992183,0
https://www.brainwavebank.com/,0,1,false_positive,0.8088935070688738,30,21,1,0,0,0,1,1,0,0,0,0,6,0.0,0.2,0.0,4.056564762130954,1
https://verificacredem.online/,1,0,false_negative,0.47119744777484796,30,21,1,0,0,0,0,1,0,0,0,0,5,0.0,0.16666666666666666,0.0,4.056564762130954,0
https://geodis.com/us/agency/geodis-slovensko-sro,0,1,false_positive,0.5720857753219449,49,10,31,0,3,0,0,1,0,0,0,0,9,0.0,0.1836734693877551,0.0,4.154999896455403,0
https://www.cureblindness.org/,0,1,false_positive,0.7855055342584683,30,21,1,0,0,0,1,1,0,0,0,0,6,0.0,0.2,0.0,4.0980685120588385,0
https://www.drvtechnologies.com/,0,1,false_positive,0.7832271693397805,32,23,1,0,0,0,1,1,0,0,0,0,6,0.0,0.1875,0.0,4.093139062229566,0
https://nett.minside.my/pass/info.html,1,0,false_negative,0.15423906065202822,38,15,15,0,2,0,1,1,0,0,0,0,8,0.0,0.21052631578947367,0.0,3.8629488165201464,0
https://gmxew.weebly.com/,1,0,false_negative,0.4260235569419446,25,16,1,0,0,0,1,1,0,0,0,0,6,0.0,0.24,0.0,3.9434651896016466,0
https://canalrivertrust.org.uk/,0,1,false_positive,0.5212664377212163,31,22,1,0,0,0,0,1,0,0,0,0,6,0.0,0.1935483870967742,0.0,4.026619294188053,0
https://www.glaucoma-association.com/,0,1,false_positive,0.8458110951026313,37,28,1,0,0,0,1,1,0,0,0,0,7,0.0,0.1891891891891892,0.0,3.9723064058771302,0
http://wifiindo.com/gx/spazz/,1,0,false_negative,0.11357901731899103,29,12,10,0,2,0,0,0,0,0,0,0,7,0.0,0.2413793103448276,0.0,4.017824858003426,0
https://www.smibciosec.karonai.com,1,0,false_negative,0.29737831031758855,34,26,0,0,0,0,2,1,0,0,0,0,6,0.0,0.17647058823529413,0.0,4.013070929103845,0
https://www.worldsciencefestival.com/,0,1,false_positive,0.8330666331195811,37,28,1,0,0,0,1,1,0,0,0,0,6,0.0,0.16216216216216217,0.0,4.134468568039293,0
https://hopitauxnord-u-pariscite.aphp.fr,0,1,false_positive,0.8121762616478232,40,32,0,0,0,0,1,1,0,0,0,0,7,0.0,0.175,0.0,4.056198332810094,0
https://nationaltheatre.org.uk/my-nt,0,1,false_positive,0.917030934171365,36,22,6,0,1,0,0,1,0,0,0,0,7,0.0,0.19444444444444445,0.0,4.065079515030718,0
https://www.ibisreproductivehealth.org/,0,1,false_positive,0.8608210885044218,39,30,1,0,0,0,1,1,0,0,0,0,6,0.0,0.15384615384615385,0.0,4.143624654426843,0
